,bet_count,stake,regressed_stake,loss,loss_per_bet,declined_bet_count,accepted_bet_count,likelihood_of_declined,likelihood_of_accepted
6033,26,13.657723843108517,10.145022294283033,3.5127015488254845,0.1351039057240571,6,20,0.23076923076923078,0.7692307692307693
4909,26,14.3902284558169,11.773065871098119,2.6171625847187805,0.10066009941226078,7,19,0.2692307692307692,0.7307692307692307
2238,26,13.785174466494787,15.858018240401199,2.0728437739064116,0.07972476053486198,14,12,0.5384615384615384,0.46153846153846156
5101,26,12.027718787600223,9.316702296749517,2.7110164908507066,0.10426986503271948,8,18,0.3076923076923077,0.6923076923076923
5367,26,13.758434708909244,11.482462446848556,2.2759722620606873,0.08753739469464182,11,15,0.4230769230769231,0.5769230769230769
3644,26,13.49925015620078,12.44639244911445,1.0528577070863303,0.040494527195628086,10,16,0.38461538461538464,0.6153846153846154
2428,26,14.830640228915206,11.290741283409144,3.539898945506062,0.13614995944254085,9,17,0.34615384615384615,0.6538461538461539
5697,26,11.460508401215494,17.836006168189957,6.375497766974464,0.2452114525759409,11,15,0.4230769230769231,0.5769230769230769
9985,26,12.965546329065239,13.315697374442781,0.35015104537754205,0.013467347899136232,12,14,0.46153846153846156,0.5384615384615384
9495,26,14.41817444210168,16.335873015821992,1.9176985737203118,0.07375763745078122,12,14,0.46153846153846156,0.5384615384615384
1782,26,12.451193439186712,11.297306002291288,1.153887436895424,0.04438028603443938,13,13,0.5,0.5
9867,26,10.902586130928468,12.41668558387253,1.5140994529440626,0.058234594344002404,11,15,0.4230769230769231,0.5769230769230769
6525,26,12.700693161080515,14.261832446563323,1.561139285482808,0.06004381867241569,11,15,0.4230769230769231,0.5769230769230769
5397,26,11.472066925273076,10.30903182372243,1.163035101550646,0.04473211929040946,11,15,0.4230769230769231,0.5769230769230769
5729,26,13.961639417811147,12.544952932242728,1.4166864855684196,0.054487941752631525,9,17,0.34615384615384615,0.6538461538461539
9849,26,13.441546769837894,13.490505726191227,0.04895895635333325,0.0018830367828205096,8,18,0.3076923076923077,0.6923076923076923
8966,26,12.111528739838695,12.398005643956829,0.28647690411813365,0.011018342466082064,11,15,0.4230769230769231,0.5769230769230769
10196,26,11.916469526112035,11.170297657148017,0.7461718689640175,0.0286989180370776,14,12,0.5384615384615384,0.46153846153846156
9067,26,9.23822396648266,9.325757653673026,0.08753368719036558,0.0033666802765525226,7,19,0.2692307692307692,0.7307692307692307
5112,26,12.135782662027678,11.317329215211616,0.8184534468160614,0.031478978723694664,9,17,0.34615384615384615,0.6538461538461539
4927,26,15.017638050739675,11.404453977786796,3.6131840729528797,0.13896861819049539,11,15,0.4230769230769231,0.5769230769230769
6008,26,12.220021694977145,9.167719386847056,3.0523023081300895,0.11739624262038806,8,18,0.3076923076923077,0.6923076923076923
9444,26,13.6275475584046,14.863786244023949,1.2362386856193481,0.047547641754590315,7,19,0.2692307692307692,0.7307692307692307
2343,26,13.747401499103054,12.407448274395122,1.3399532247079318,0.05153666248876661,11,15,0.4230769230769231,0.5769230769230769
8972,26,14.339345666492532,10.606206915033734,3.7331387514587977,0.1435822596714922,7,19,0.2692307692307692,0.7307692307692307
9767,26,14.101179853008937,14.045309957719661,0.05586989528927511,0.002148842126510581,9,17,0.34615384615384615,0.6538461538461539
2047,26,14.390440581702752,13.41493959089814,0.975500990804612,0.037519268877100456,13,13,0.5,0.5
131,26,13.177440680262771,13.09694684610484,0.08049383415793088,0.0030959166983819566,10,16,0.38461538461538464,0.6153846153846154
5167,26,11.828632566220122,9.565388614493259,2.2632439517268637,0.08704784429718707,6,20,0.23076923076923078,0.7692307692307693
532,26,9.52587984555151,10.358503984822558,0.832624139271049,0.0320240053565788,12,14,0.46153846153846156,0.5384615384615384
9191,26,11.44247976536204,12.444062028465428,1.0015822631033888,0.038522394734745724,12,14,0.46153846153846156,0.5384615384615384
5507,26,14.096875049126139,12.082924231920122,2.013950817206016,0.077459646815616,12,14,0.46153846153846156,0.5384615384615384
5863,26,13.871903689073774,14.399352269653681,0.5274485805799074,0.020286483868457977,9,17,0.34615384615384615,0.6538461538461539
9290,26,11.630910310432819,16.909110721007913,5.278200410575094,0.20300770809904206,14,12,0.5384615384615384,0.46153846153846156
9204,26,15.65697149068896,18.263922970458268,2.6069514797693074,0.10026736460651182,12,14,0.46153846153846156,0.5384615384615384
9692,26,14.582914952989539,14.945784649330314,0.36286969634077515,0.013956526782337506,12,14,0.46153846153846156,0.5384615384615384
2108,26,14.428541173112304,12.189525956459736,2.239015216652568,0.08611596987125261,11,15,0.4230769230769231,0.5769230769230769
2532,26,12.424019640255466,10.692335630571627,1.731684009683839,0.06660323114168612,6,20,0.23076923076923078,0.7692307692307693
5160,26,12.384943592851561,11.999768475114857,0.3851751177367042,0.014814427605257854,15,11,0.5769230769230769,0.4230769230769231
3220,26,12.020798190901719,10.552778757918444,1.468019432983274,0.05646228588397208,12,14,0.46153846153846156,0.5384615384615384
6293,26,13.419291464869334,11.565408087881943,1.8538833769873904,0.07130320680720732,11,15,0.4230769230769231,0.5769230769230769
9915,26,14.866015423185795,10.915869248437268,3.950146174748527,0.1519286990287895,8,18,0.3076923076923077,0.6923076923076923
10094,26,11.639472263121824,16.872359376403185,5.232887113281361,0.20126488897236003,2,24,0.07692307692307693,0.9230769230769231
9280,26,11.73093428336508,13.061803136679693,1.3308688533146125,0.051187263589023556,12,14,0.46153846153846156,0.5384615384615384
5511,26,12.944832927885997,13.005047223480531,0.06021429559453395,0.0023159344459436136,16,10,0.6153846153846154,0.38461538461538464
3229,26,13.894244112080463,12.72902850182293,1.1652156102575333,0.04481598500990513,15,11,0.5769230769230769,0.4230769230769231
5041,26,12.168541856015505,13.196253969116169,1.0277121131006641,0.03952738896541016,11,15,0.4230769230769231,0.5769230769230769
1928,26,11.468564750621596,13.10348782435425,1.6349230737326543,0.06288165668202517,7,19,0.2692307692307692,0.7307692307692307
5937,26,13.747495881092362,15.249421054020754,1.5019251729283916,0.05776635280493814,12,14,0.46153846153846156,0.5384615384615384
104,26,14.928571629044454,17.335785242797776,2.4072136137533224,0.0925851389905124,8,18,0.3076923076923077,0.6923076923076923
298,26,12.069560401642809,12.27889378899663,0.209333387353821,0.008051284128993115,12,14,0.46153846153846156,0.5384615384615384
3224,26,15.517988264252034,10.273954619388503,5.244033644863531,0.20169360172552045,14,12,0.5384615384615384,0.46153846153846156
2116,26,14.347810683831222,13.046404758533697,1.3014059252975247,0.0500540740499048,13,13,0.5,0.5
5594,26,12.087628764178671,10.04822463407524,2.0394041301034314,0.07843862038859352,11,15,0.4230769230769231,0.5769230769230769
3790,26,11.577146590233765,10.868835022243864,0.7083115679899006,0.027242752614996178,7,19,0.2692307692307692,0.7307692307692307
134,26,13.315479770522193,9.545465417431293,3.7700143530909003,0.1450005520419577,11,15,0.4230769230769231,0.5769230769230769
9070,26,12.743871965160798,12.124846722917894,0.6190252422429037,0.023808663163188602,11,15,0.4230769230769231,0.5769230769230769
9620,26,11.06226406683993,14.705186681203193,3.642922614363263,0.1401124082447409,11,15,0.4230769230769231,0.5769230769230769
9090,26,11.986692693208115,11.39861622449306,0.5880764687150553,0.022618325719809818,11,15,0.4230769230769231,0.5769230769230769
5193,26,13.144809234949918,12.14501118644617,0.999798048503747,0.03845377109629796,8,18,0.3076923076923077,0.6923076923076923
5813,26,12.309856407741327,13.02224588540688,0.7123894776655533,0.027399595294828973,9,17,0.34615384615384615,0.6538461538461539
5187,26,13.30097346677913,12.040804538437149,1.2601689283419812,0.048468035705460814,10,16,0.38461538461538464,0.6153846153846154
9332,26,13.725094845704582,14.007926464100569,0.2828316183959867,0.010878139169076411,11,15,0.4230769230769231,0.5769230769230769
4974,26,14.763539343328468,11.67858505401847,3.084954289309998,0.11865208805038453,9,17,0.34615384615384615,0.6538461538461539
6386,26,12.78632015103065,14.23130437735189,1.4449842263212407,0.0555763163969708,12,14,0.46153846153846156,0.5384615384615384
136,26,10.581286661380368,13.251522029448246,2.6702353680678783,0.10270136031030301,10,16,0.38461538461538464,0.6153846153846154
9112,26,14.382745584957028,13.09111077183275,1.2916348131242792,0.04967826204324151,9,17,0.34615384615384615,0.6538461538461539
5451,26,12.634263635546931,10.5027713429989,2.1314922925480317,0.08198047279030891,16,10,0.6153846153846154,0.38461538461538464
2567,26,14.698381603985167,12.73821422916215,1.9601673748230173,0.07539105287780835,10,16,0.38461538461538464,0.6153846153846154
3319,26,15.478665787811176,12.834971911341082,2.6436938764700937,0.10168053371038822,11,15,0.4230769230769231,0.5769230769230769
1856,26,11.220387337286764,14.79529503566637,3.574907698379606,0.13749644993767715,15,11,0.5769230769230769,0.4230769230769231
1857,26,14.650063777736376,12.670728013184364,1.9793357645520118,0.07612829863661584,10,16,0.38461538461538464,0.6153846153846154
2557,26,11.412085801821513,13.318580219962334,1.90649441814082,0.07332670839003154,11,15,0.4230769230769231,0.5769230769230769
3801,26,9.452489844625127,14.455347189623273,5.002857344998146,0.1924175901922364,8,18,0.3076923076923077,0.6923076923076923
6370,26,10.666303442690147,13.623233989397493,2.956930546707346,0.11372809795028253,10,16,0.38461538461538464,0.6153846153846154
3150,26,13.561873378989297,8.939424706904516,4.622448672084781,0.1777864873878762,5,21,0.19230769230769232,0.8076923076923077
5841,26,12.303592233657316,13.788415956990121,1.4848237233328057,0.05710860474356945,10,16,0.38461538461538464,0.6153846153846154
5843,26,10.706208992530785,7.77234323653038,2.9338657560004044,0.11284099061540018,9,17,0.34615384615384615,0.6538461538461539
9731,26,11.702096594113335,16.4779456413992,4.775849047285863,0.18368650181868704,11,15,0.4230769230769231,0.5769230769230769
9133,26,11.40014580884339,14.276356712171259,2.876210903327868,0.11062349628184108,6,20,0.23076923076923078,0.7692307692307693
6353,26,13.923969337867193,12.51329349141115,1.4106758464560425,0.0542567633252324,11,15,0.4230769230769231,0.5769230769230769
9134,26,14.192557427097054,11.552148473315228,2.640408953781826,0.10155419053007023,10,16,0.38461538461538464,0.6153846153846154
3608,26,13.450369464764648,12.42672826378328,1.023641200981368,0.03937081542236031,11,15,0.4230769230769231,0.5769230769230769
3121,26,9.996928944425111,15.434619558647066,5.437690614221955,0.20914194670084443,5,21,0.19230769230769232,0.8076923076923077
7517,26,14.883874864787074,9.196772578539075,5.687102286247999,0.21873470331723072,11,15,0.4230769230769231,0.5769230769230769
8673,26,9.548256109242622,16.513270767322222,6.9650146580796,0.2678851791569077,12,14,0.46153846153846156,0.5384615384615384
4220,26,14.029975647522017,19.131985010328503,5.102009362806486,0.196231129338711,13,13,0.5,0.5
4649,26,13.803186652681855,9.414864089066326,4.38832256361553,0.16878163706213575,8,18,0.3076923076923077,0.6923076923076923
1529,26,11.118259110901903,13.98548318686858,2.8672240759666767,0.11027784907564141,12,14,0.46153846153846156,0.5384615384615384
1670,26,11.215552017036321,12.332689227703566,1.117137210667245,0.04296681579489404,11,15,0.4230769230769231,0.5769230769230769
1301,26,11.340438592685745,8.824257337111874,2.516181255573871,0.09677620213745658,12,14,0.46153846153846156,0.5384615384615384
6734,26,12.330099652666485,10.482339881838026,1.8477597708284588,0.07106768349340226,6,20,0.23076923076923078,0.7692307692307693
8329,26,15.194000938248882,12.784492440637765,2.4095084976111174,0.09267340375427374,14,12,0.5384615384615384,0.46153846153846156
3014,26,14.199580172840365,12.998200574411433,1.2013795984289324,0.04620690763188202,14,12,0.5384615384615384,0.46153846153846156
2824,26,13.39486710132738,15.041289531216123,1.6464224298887427,0.06332393961110548,12,14,0.46153846153846156,0.5384615384615384
7550,26,16.40772550724829,13.795029338230487,2.612696169017804,0.10048831419299245,12,14,0.46153846153846156,0.5384615384615384
7294,26,14.024636444593977,15.506675282709278,1.482038838115301,0.05700149377366542,12,14,0.46153846153846156,0.5384615384615384
8296,26,12.485293136073256,14.21076787524229,1.7254747391690337,0.06636441304496284,11,15,0.4230769230769231,0.5769230769230769
1050,26,12.026112827329625,13.757644796721404,1.7315319693917797,0.06659738343814538,10,16,0.38461538461538464,0.6153846153846154
7554,26,15.988869841923812,12.746235318003746,3.2426345239200653,0.12471671245846405,10,16,0.38461538461538464,0.6153846153846154
6723,26,12.82651858419824,13.42611373456527,0.5995951503670298,0.023061351937193456,7,19,0.2692307692307692,0.7307692307692307
6722,26,12.533356352234422,13.76008027795616,1.2267239257217373,0.04718168945083605,12,14,0.46153846153846156,0.5384615384615384
1495,26,13.011321707377391,10.494779596763822,2.5165421106135692,0.09679008117744498,14,12,0.5384615384615384,0.46153846153846156
854,26,12.81515736937268,12.368590339018857,0.4465670303538225,0.017175655013608557,10,16,0.38461538461538464,0.6153846153846154
4211,26,12.681430598082558,14.487625950959911,1.8061953528773529,0.06946905203374434,4,22,0.15384615384615385,0.8461538461538461
4849,26,14.6088600384235,11.163571020307883,3.445289018115618,0.13251111608136992,11,15,0.4230769230769231,0.5769230769230769
8031,26,14.466854255643888,13.540353525344717,0.9265007302991712,0.03563464347304505,14,12,0.5384615384615384,0.46153846153846156
1550,26,11.193091649580508,10.459575383266834,0.7335162663136732,0.02821216408898743,12,14,0.46153846153846156,0.5384615384615384
1446,26,13.314534277365336,14.328453653793135,1.0139193764277987,0.03899689909337688,9,17,0.34615384615384615,0.6538461538461539
6965,26,13.692872473088007,16.151290502411978,2.458418029323971,0.0945545395893835,9,17,0.34615384615384615,0.6538461538461539
4065,26,14.245126535819322,17.855647893144216,3.6105213573248935,0.13886620605095745,3,23,0.11538461538461539,0.8846153846153846
1126,26,9.898498023259732,12.919127198541453,3.020629175281721,0.11617804520314312,13,13,0.5,0.5
7143,26,11.386895912887717,9.816425475563985,1.5704704373237313,0.06040270912783582,14,12,0.5384615384615384,0.46153846153846156
7468,26,10.13823109814258,12.803130782436515,2.6648996842939354,0.1024961417036129,11,15,0.4230769230769231,0.5769230769230769
7139,26,11.804190955468304,12.016462833276826,0.2122718778085222,0.008164302992635469,10,16,0.38461538461538464,0.6153846153846154
1621,26,12.023949596169048,11.710621703611007,0.31332789255804094,0.012051072790693883,6,20,0.23076923076923078,0.7692307692307693
2801,26,10.66795978626254,12.64592345125679,1.9779636649942507,0.07607552557670196,12,14,0.46153846153846156,0.5384615384615384
8569,26,11.013076842559425,11.228967537009206,0.21589069444978115,0.008303488248068506,17,9,0.6538461538461539,0.34615384615384615
4244,26,14.848222953978983,14.591191685273117,0.257031268705866,0.009885818027148692,9,17,0.34615384615384615,0.6538461538461539
7905,26,15.34980489845329,14.29079595427227,1.05900894418102,0.040731113237731535,7,19,0.2692307692307692,0.7307692307692307
1607,26,13.058362718382662,12.071368001610765,0.986994716771898,0.03796133526045761,11,15,0.4230769230769231,0.5769230769230769
7630,26,10.580931654227705,14.627343309192918,4.046411654965214,0.15563121749866207,19,7,0.7307692307692307,0.2692307692307692
6839,26,11.420043518971397,12.652913746512155,1.232870227540758,0.04741808567464453,8,18,0.3076923076923077,0.6923076923076923
1361,26,13.86373902968835,8.740004434275919,5.123734595412431,0.19706671520817043,13,13,0.5,0.5
4136,26,13.281894650626553,18.070150509564268,4.788255858937715,0.18416368688221982,8,18,0.3076923076923077,0.6923076923076923
8583,26,12.936284023820768,14.185683320523633,1.2493992967028653,0.048053819103956355,9,17,0.34615384615384615,0.6538461538461539
1423,26,12.185787590096446,8.325092126739978,3.8606954633564676,0.14848828705217182,11,15,0.4230769230769231,0.5769230769230769
7618,26,12.977669318262992,14.057363979855277,1.0796946615922849,0.04152671775354942,10,16,0.38461538461538464,0.6153846153846154
1441,26,13.960191790015106,10.596494620932537,3.3636971690825685,0.12937296804163725,6,20,0.23076923076923078,0.7692307692307693
4039,26,12.780744532195666,11.18990779708248,1.5908367351131858,0.06118602827358407,15,11,0.5769230769230769,0.4230769230769231
4480,26,13.307913915756066,10.831228032420718,2.476685883335348,0.09525714935905184,11,15,0.4230769230769231,0.5769230769230769
3024,26,12.92972820236524,17.19829137132402,4.2685631689587815,0.16417550649841467,11,15,0.4230769230769231,0.5769230769230769
7855,26,13.21973163077141,11.672056044924044,1.5476755858473652,0.05952598407105251,8,18,0.3076923076923077,0.6923076923076923
7503,26,11.666745207835195,10.750340893306564,0.9164043145286307,0.03524631978956272,11,15,0.4230769230769231,0.5769230769230769
8787,26,12.287657894956045,14.009466195067095,1.72180830011105,0.06622339615811731,15,11,0.5769230769230769,0.4230769230769231
7511,26,15.794139744129495,10.532439508989084,5.261700235140411,0.2023730859669389,8,18,0.3076923076923077,0.6923076923076923
2880,26,13.908888798835534,10.358511010306364,3.55037778852917,0.13655299186650655,16,10,0.6153846153846154,0.38461538461538464
7566,26,11.988828053792579,10.982908359698285,1.0059196940942936,0.03868921900362668,6,20,0.23076923076923078,0.7692307692307693
7808,26,12.6179190386018,13.847212065926083,1.2292930273242835,0.04728050105093398,11,15,0.4230769230769231,0.5769230769230769
6633,26,12.693663121614222,15.490094845215975,2.796431723601753,0.10755506629237511,12,14,0.46153846153846156,0.5384615384615384
8806,26,12.230173676547873,10.82779161983533,1.4023820567125433,0.0539377714120209,12,14,0.46153846153846156,0.5384615384615384
2625,26,13.396828549655083,13.855390018058337,0.4585614684032535,0.01763697955397129,10,16,0.38461538461538464,0.6153846153846154
8206,26,13.651467970560757,11.065567429744643,2.585900540816114,0.09945771310831208,8,18,0.3076923076923077,0.6923076923076923
6617,26,14.538434266133388,10.448115285508274,4.0903189806251135,0.1573199607932736,11,15,0.4230769230769231,0.5769230769230769
2703,26,12.93101183502517,14.038810307271241,1.1077984722460705,0.04260763354792579,13,13,0.5,0.5
3045,26,11.550941338117516,9.822238121513854,1.7287032166036624,0.06648858525398701,12,14,0.46153846153846156,0.5384615384615384
943,26,13.573682730230479,12.163981629491575,1.4097011007389035,0.05421927310534244,13,13,0.5,0.5
7472,26,11.595574926589059,15.159599139382365,3.5640242127933064,0.1370778543382041,7,19,0.2692307692307692,0.7307692307692307
8863,26,12.799941027559138,10.417791706928604,2.3821493206305338,0.09162112771655899,9,17,0.34615384615384615,0.6538461538461539
643,26,10.396156304550274,9.191212101251708,1.2049442032985667,0.046344007819175644,11,15,0.4230769230769231,0.5769230769230769
7567,26,15.62698190864842,10.894838395411496,4.732143513236924,0.1820055197398817,7,19,0.2692307692307692,0.7307692307692307
1315,26,14.135050988378845,10.901944279781777,3.2331067085970684,0.12435025802296416,10,16,0.38461538461538464,0.6153846153846154
8913,26,11.902051865218795,14.762953649540227,2.860901784321433,0.1100346840123628,14,12,0.5384615384615384,0.46153846153846156
4721,26,10.801574891266302,18.028263999065857,7.2266891077995545,0.27794958106921364,12,14,0.46153846153846156,0.5384615384615384
8054,26,15.556718598737058,17.618256598010973,2.0615379992739147,0.07928992304899672,8,18,0.3076923076923077,0.6923076923076923
8785,26,12.68256245493072,10.560768802706052,2.1217936522246674,0.0816074481624872,8,18,0.3076923076923077,0.6923076923076923
7848,26,14.589262931269834,18.63761763805384,4.048354706784005,0.1557059502609233,13,13,0.5,0.5
7447,26,14.810510884095349,11.467738686647733,3.3427721974476157,0.1285681614402929,11,15,0.4230769230769231,0.5769230769230769
2979,26,11.758163521801904,12.303628120181756,0.5454645983798514,0.020979407629994284,13,13,0.5,0.5
8726,26,13.349112819256563,15.177708738887837,1.8285959196312742,0.07033061229351055,11,15,0.4230769230769231,0.5769230769230769
4291,26,13.655185518650908,11.313858876305755,2.3413266423451535,0.09005102470558282,13,13,0.5,0.5
4284,26,12.118714001199809,13.131277335646642,1.012563334446833,0.0389447436325705,8,18,0.3076923076923077,0.6923076923076923
7555,26,14.133200962074412,14.446705264743445,0.31350430266903295,0.012057857794962806,8,18,0.3076923076923077,0.6923076923076923
1176,26,12.629215239675275,11.426350770262742,1.2028644694125337,0.04626401805432822,15,11,0.5769230769230769,0.4230769230769231
8728,26,10.787654737304063,13.238339131170576,2.4506843938665135,0.09425709207178898,7,19,0.2692307692307692,0.7307692307692307
1571,26,13.612171531272091,8.503653558813667,5.108517972458424,0.19648146047917014,11,15,0.4230769230769231,0.5769230769230769
7340,26,13.641667597813004,13.993075432621113,0.3514078348081089,0.013515685954158033,11,15,0.4230769230769231,0.5769230769230769
7330,26,14.441212310314102,11.383971664233993,3.0572406460801087,0.1175861786953888,13,13,0.5,0.5
2640,26,13.572565272167912,13.008632783772107,0.563932488395805,0.021689711092146347,10,16,0.38461538461538464,0.6153846153846154
6660,26,12.192224409959806,11.192509662561779,0.999714747398027,0.03845056720761642,11,15,0.4230769230769231,0.5769230769230769
2828,26,16.52207073914587,12.252876801540154,4.269193937605717,0.1641997668309891,15,11,0.5769230769230769,0.4230769230769231
8735,26,15.9461958573521,13.770147998792224,2.176047858559876,0.08369414840614908,11,15,0.4230769230769231,0.5769230769230769
697,26,11.076819412187655,12.261434328346827,1.1846149161591715,0.04556211215996813,9,17,0.34615384615384615,0.6538461538461539
1704,26,9.344980507574087,10.34498236712333,1.0000018595492435,0.03846160998266321,15,11,0.5769230769230769,0.4230769230769231
3036,26,12.050170026340362,15.403650029561373,3.3534800032210104,0.12898000012388502,12,14,0.46153846153846156,0.5384615384615384
1506,26,13.81275548930267,16.54029565092231,2.7275401616196397,0.1049053908315246,6,20,0.23076923076923078,0.7692307692307693
7156,26,13.98899006830136,14.202285915916807,0.21329584761544673,0.008203686446747951,12,14,0.46153846153846156,0.5384615384615384
7332,26,13.693043397741459,13.06919353630279,0.6238498614386696,0.023994225439948832,8,18,0.3076923076923077,0.6923076923076923
3030,26,15.893590312794856,11.247787150401724,4.645803162393133,0.1786847370151205,12,14,0.46153846153846156,0.5384615384615384
7230,26,13.819928538658692,13.90585450667232,0.08592596801362795,0.003304844923601075,9,17,0.34615384615384615,0.6538461538461539
2397,27,12.509826940508368,14.77960010129587,2.2697731607875014,0.0840656726217593,15,12,0.5555555555555556,0.4444444444444444
5958,27,11.903885522291887,9.302124727703948,2.601760794587939,0.09636151091066442,12,15,0.4444444444444444,0.5555555555555556
7159,27,13.864050474626687,13.573066829706395,0.29098364492029205,0.010777172034084891,7,20,0.25925925925925924,0.7407407407407407
9615,27,12.372154825439782,15.862105526712222,3.4899507012724396,0.12925743338046072,13,14,0.48148148148148145,0.5185185185185185
6566,27,13.131254229590349,14.231743716785973,1.100489487195624,0.04075886989613422,13,14,0.48148148148148145,0.5185185185185185
8091,27,12.302962773137619,10.844999068243089,1.4579637048945298,0.05399865573683443,12,15,0.4444444444444444,0.5555555555555556
8233,27,13.12580300992511,16.98470345159175,3.8589004416666377,0.14292223858024583,13,14,0.48148148148148145,0.5185185185185185
6055,27,16.037906071350726,14.444132835549459,1.593773235801267,0.059028638363009894,9,18,0.3333333333333333,0.6666666666666666
7568,27,14.151082613276877,15.227265614874394,1.0761830015975171,0.03985862968879693,7,20,0.25925925925925924,0.7407407407407407
7571,27,12.432563150150015,12.250610734146303,0.18195241600371226,0.006738978370507861,15,12,0.5555555555555556,0.4444444444444444
8180,27,13.262929245072806,11.530747253166602,1.732181991906204,0.06415488858911866,10,17,0.37037037037037035,0.6296296296296297
9523,27,14.752802399374852,14.778439784311798,0.025637384936946006,0.0009495327754424446,10,17,0.37037037037037035,0.6296296296296297
3630,27,12.353114419054881,15.486906671333795,3.133792252278914,0.11606637971403384,16,11,0.5925925925925926,0.4074074074074074
9529,27,13.734028742535417,9.435672180954157,4.29835656158126,0.1591983911696763,11,16,0.4074074074074074,0.5925925925925926
7090,27,12.728514573807228,15.788202106496518,3.0596875326892903,0.11332176046997372,6,21,0.2222222222222222,0.7777777777777778
9541,27,12.775154539753665,12.89512508599936,0.11997054624569614,0.004443353564655412,16,11,0.5925925925925926,0.4074074074074074
2028,27,12.687119966213947,14.2154006576974,1.5282806914834524,0.056602988573461195,10,17,0.37037037037037035,0.6296296296296297
6012,27,13.7091272604068,11.327102307689145,2.3820249527176554,0.0882231463969502,13,14,0.48148148148148145,0.5185185185185185
1494,27,9.597849972293936,12.614184986343673,3.016335014049737,0.11171611163147174,11,16,0.4074074074074074,0.5925925925925926
5117,27,10.853908089111107,16.464444713715388,5.610536624604281,0.2077976527631215,5,22,0.18518518518518517,0.8148148148148148
1024,27,9.52603166405523,10.716579417137432,1.1905477530822015,0.04409436122526672,13,14,0.48148148148148145,0.5185185185185185
10046,27,13.515539126943255,15.920343131229306,2.404804004286051,0.08906681497355745,6,21,0.2222222222222222,0.7777777777777778
10041,27,13.906439442938387,15.129676089457266,1.2232366465188793,0.04530506098218071,17,10,0.6296296296296297,0.37037037037037035
5283,27,15.595664531512048,10.797099338912451,4.798565192599597,0.17772463676294803,13,14,0.48148148148148145,0.5185185185185185
5987,27,15.4040738915621,7.925700124478714,7.478373767083385,0.2769768061882735,7,20,0.25925925925925924,0.7407407407407407
7576,27,12.068573123489735,14.397969858025363,2.329396734535628,0.08627395313094918,9,18,0.3333333333333333,0.6666666666666666
2722,27,14.21461136741479,15.913332686099256,1.6987213186844663,0.06291560439572097,12,15,0.4444444444444444,0.5555555555555556
7119,27,12.11023064698038,12.932040063170273,0.8218094161898932,0.03043738578481086,16,11,0.5925925925925926,0.4074074074074074
4227,27,14.982073186851459,12.037929823261091,2.944143363590367,0.10904234679964322,11,16,0.4074074074074074,0.5925925925925926
5964,27,12.755080145186271,11.246607115847349,1.5084730293389228,0.05586937145699714,11,16,0.4074074074074074,0.5925925925925926
5144,27,15.99058830574827,12.90128462122752,3.0893036845207504,0.11441865498225001,8,19,0.2962962962962963,0.7037037037037037
5842,27,13.208337944843308,14.05806681940348,0.8497288745601725,0.03147143979852491,7,20,0.25925925925925924,0.7407407407407407
5147,27,14.099663026780341,18.957532652796875,4.857869626016534,0.17992109725987163,15,12,0.5555555555555556,0.4444444444444444
5253,27,15.893231431896744,13.711559439885564,2.1816719920111804,0.08080266637078447,6,21,0.2222222222222222,0.7777777777777778
3478,27,13.805797106762553,13.68134208627183,0.1244550204907231,0.0046094452033601145,12,15,0.4444444444444444,0.5555555555555556
2858,27,11.555076237620826,17.03038679332204,5.475310555701215,0.20278927984078574,16,11,0.5925925925925926,0.4074074074074074
9796,27,12.862488191572135,11.911444336957102,0.9510438546150333,0.03522384646722346,12,15,0.4444444444444444,0.5555555555555556
224,27,14.245830236815303,13.092253982452464,1.1535762543628394,0.04272504645788294,10,17,0.37037037037037035,0.6296296296296297
1399,27,12.15019814885395,14.62501456736476,2.4748164185108106,0.09165986735225225,10,17,0.37037037037037035,0.6296296296296297
5643,27,14.374763929376117,8.654788576680758,5.719975352695359,0.21185093898871699,10,17,0.37037037037037035,0.6296296296296297
7857,27,12.99867586635717,14.802842902749923,1.8041670363927533,0.06682100134787976,12,15,0.4444444444444444,0.5555555555555556
5652,27,14.946728638401337,13.020682091164275,1.9260465472370623,0.07133505730507637,13,14,0.48148148148148145,0.5185185185185185
5750,27,14.374169192412838,13.435200044099556,0.9389691483132818,0.034776635122714145,8,19,0.2962962962962963,0.7037037037037037
7839,27,12.353595609360456,13.189391668351679,0.8357960589912228,0.03095540959226751,7,20,0.25925925925925924,0.7407407407407407
3481,27,10.308030605736864,12.577387942972697,2.2693573372358333,0.08405027174947531,11,16,0.4074074074074074,0.5925925925925926
7818,27,17.066133313835607,15.056509291631713,2.0096240222038944,0.07443051934088497,10,17,0.37037037037037035,0.6296296296296297
5733,27,17.130229623657275,15.234922338226529,1.8953072854307464,0.07019656612706468,5,22,0.18518518518518517,0.8148148148148148
4598,27,14.162288058465506,17.887624846290446,3.72533678782494,0.1379754365861089,8,19,0.2962962962962963,0.7037037037037037
2859,27,13.664561850104384,14.09290580507194,0.4283439549675556,0.01586459092472428,11,16,0.4074074074074074,0.5925925925925926
2430,27,13.676967162999032,14.414641572426875,0.7376744094278429,0.027321274423253442,13,14,0.48148148148148145,0.5185185185185185
9862,27,13.954249232197066,14.974351413758257,1.0201021815611906,0.0377815622800441,10,17,0.37037037037037035,0.6296296296296297
